Equilibrium Type,Allow Abandon and Defaults,Costs Multiplier,Fee Shifting Multiplier,Fee Shifting Rule,Issue,Noise Multiplier D,Noise Multiplier P,Noise to Produce Case Strength,Probability Truly Liable,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P More Risk Averse,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P More Risk Averse,3.4110000000000003E-13,3,1,1,0.456219,0.141697,1,0.572783,9.37278,8.22722,17.6,2.4,999.825,990.604,0,2.4,2.4,1.19932,0.870723,,0,0,0,0,0,0.427217,0.572783,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P More Risk Averse,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P More Risk Averse,3.4110000000000003E-13,3,1,1,0.456219,0.142189,1,0,8.8,8.8,17.6,2.4,999.596,998.13,0,2.4,2.4,0.772671,0.940124,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P More Risk Averse,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P More Risk Averse,3.4110000000000003E-13,3,1,1,0.456219,0.14133,1,1,9.8,7.8,17.6,2.4,999.996,984.99,0,2.4,2.4,1.51753,0.81896,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P More Risk Averse,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P More Risk Averse,3.4110000000000003E-13,3,0.514073,0.0335218,0.270028,0.240203,0.000205,0.681652,10.182,9.48916,19.6712,0.328803,1000,999.387,0,0.328803,0.328803,0.0020112,0.817966,0.25,0.485927,0.480551,0.0274398,0.0028264,0.00305019,6.53959E-05,0.00014,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P More Risk Averse,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P More Risk Averse,3.4110000000000003E-13,3,0.0759953,0.0197147,0.260688,0.2271,0.000153,0.42641,10.0152,9.9272,19.9424,0.0576093,1000,999.914,0,0.0576093,0.0576093,0.0727952,0,0.25,0.924005,0.0562807,0.0146396,0.00405328,0.000869036,8.7635E-05,6.5148E-05,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,0.41187,0.0376793,0.257208,0.15,0.002545,0.56051,10.1372,9.59003,19.7272,0.272783,1000.03,9.59003,0,0.272783,0.272783,0.0737219,0.37608,0.15,0.58813,0.374191,0.0265465,0.00134773,0.00522292,0.00111838,0.0014263,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,0.388842,0,,,0,,10.1555,9.61116,19.7667,0.233305,1000.04,9.61116,0,0.233305,0.233305,0.0546657,0.36731,,0.611158,0.388842,0,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,1,1,0.257208,0.15,0.067537,0.56051,9.6684,9.05056,18.719,1.28104,999.739,9.05056,0,1.28104,1.28104,0.560413,0.600065,0.15,0,0,0.704538,0.0357684,0.138615,0.0296816,0.0378549,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,1,1,0.15,0.15,0,,9.55,9.25,18.8,1.2,999.728,9.25,0,1.2,1.2,0.437182,0.604781,0.15,0,0,1,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,1,1,0.58005,0.15,1,0.56051,9.36051,8.23949,17.6,2.4,999.127,8.23949,0,2.4,2.4,1.19949,0.853398,,0,0,0,0,0,0.43949,0.56051,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,1,1,0.57515,0.15,1,0,8.8,8.8,17.6,2.4,998.13,8.8,0,2.4,2.4,0.790041,0.90191,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,1,1,0.583892,0.15,1,1,9.8,7.8,17.6,2.4,999.908,7.8,0,2.4,2.4,1.52053,0.815359,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,0.678957,0.0357746,0.293453,0.15,0.002855,0.678848,10.2478,9.31991,19.5677,0.432265,1000.06,9.31991,0,0.432265,0.432265,0.0075924,0.752173,0.15,0.321043,0.643182,0.022145,0.00114253,0.00731156,0.000917,0.0019383,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,P Risk Averse,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 P Risk Averse,1.776E-15,3,0.144794,0.0395838,0.224452,0.15,0.002234,0.409273,10.0265,9.86015,19.8867,0.113308,999.999,9.86015,0,0.113308,0.113308,0.139849,0,0.15,0.855206,0.10521,0.0309478,0.00155292,0.00313436,0.00131976,0.0009144,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,0.60074,0.11111,0.299138,0.15,0.012062,0.541265,10.1493,9.40909,19.5584,0.441585,10.1493,9.40909,0,0.441585,0.441585,0.165017,0.355245,0.15,0.39926,0.48963,0.0799635,0.00842348,0.00705088,0.00553349,0.006529,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,0.550833,0,,,0,,10.2203,9.44917,19.6695,0.3305,10.2203,9.44917,0,0.3305,0.3305,0.106182,0.342268,,0.449167,0.550833,0,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,1,1,0.299138,0.15,0.108563,0.541265,9.58128,9.08845,18.6697,1.33028,9.58128,9.08845,0,1.33028,1.33028,0.635697,0.459059,0.15,0,0,0.719675,0.0758117,0.0634583,0.0498016,0.0587614,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,1,1,0.15,0.15,0,,9.55,9.25,18.8,1.2,9.55,9.25,0,1.2,1.2,0.547986,0.390561,0.15,0,0,1,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,1,1,0.763818,0.15,1,0.541265,9.34127,8.25873,17.6,2.4,9.34127,8.25873,0,2.4,2.4,1.1997,0.827227,,0,0,0,0,0,0.458735,0.541265,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,1,1,0.759366,0.15,1,0,8.8,8.8,17.6,2.4,8.8,8.8,0,2.4,2.4,0.813387,0.850549,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,1,1,0.767591,0.15,1,1,9.8,7.8,17.6,2.4,9.8,7.8,0,2.4,2.4,1.52712,0.807462,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,0.865815,0.0753098,0.386065,0.15,0.013065,0.672516,10.2895,9.13015,19.4196,0.580353,10.2895,9.13015,0,0.580353,0.580353,0.0180431,0.710503,0.15,0.134185,0.790505,0.0430775,0.00628956,0.00926704,0.00427871,0.0087867,0
Only Eq,true,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral,8.882000000000001E-16,2,0.335675,0.14691,0.254579,0.15,0.01106,0.386216,10.0092,9.68801,19.6972,0.302822,10.0092,9.68801,0,0.302822,0.302822,0.311985,0,0.15,0.664325,0.188765,0.116848,0.0105573,0.00483481,0.00678821,0.0042714,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,0.39924,0.131877,0.274501,0.25,0.010771,0.849999,10.0608,9.60762,19.6684,0.331595,10.0608,9.60762,0,0.331595,0.331595,0.0725009,0.43505,0.25,0.60076,0.267363,0.121107,0,0,0.0016156,0.009155,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,0.307978,0,,,0,,10.1232,9.69202,19.8152,0.184787,10.1232,9.69202,0,0.184787,0.184787,0.0301134,0.360058,,0.692022,0.307978,0,0,0,0,0,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,1,1,0.274501,0.25,0.081671,0.849999,9.65,9.05199,18.702,1.29801,9.65,9.05199,0,1.29801,1.29801,0.35153,0.928709,0.25,0,0,0.918329,0,0,0.0122508,0.0694203,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,1,1,0.25,0.25,0,,9.65,9.15,18.8,1.2,9.65,9.15,0,1.2,1.2,0.276045,0.911575,0.25,0,0,1,0,0,0,0,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,1,1,0.55,0.25,1,0.849999,9.65,7.95,17.6,2.4,9.65,7.95,0,2.4,2.4,1.2003,1.12136,,0,0,0,0,0,0.150001,0.849999,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,1,1,0.55,0.25,1,0,8.8,8.8,17.6,2.4,8.8,8.8,0,2.4,2.4,0.521884,1.49185,,0,0,0,0,0,1,0,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,1,1,0.55,0.25,1,1,9.8,7.8,17.6,2.4,9.8,7.8,0,2.4,2.4,1.32002,1.05598,,0,0,0,0,0,0,1,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,0.66431,0.181859,0.280195,0.25,0.018304,0.88029,10.1299,9.34045,19.4703,0.529666,10.1299,9.34045,0,0.529666,0.529666,0.0197735,0.870116,0.25,0.33569,0.48245,0.163556,0,0,0.00219117,0.0161127,0
Only Eq,False,4,0,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Abandonable False,-8.882000000000001E-16,0,0.13418,0.0818971,0.261859,0.25,0.003238,0.678749,9.99169,9.87477,19.8665,0.133531,9.99169,9.87477,0,0.133531,0.133531,0.125226,0,0.25,0.86582,0.0522832,0.0786595,0,0,0.00104005,0.0021975,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,0.556114,0.0536118,0.249012,0.15,0.003173,0.472491,10.1784,9.45196,19.6304,0.369643,10.1784,9.45196,0,0.369643,0.369643,0.0652114,0.310466,0.15,0.443886,0.502502,0.0448362,0.0019477,0.00282062,0.00167358,0.001499,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,0.530968,0,,,0,,10.2124,9.46903,19.6814,0.318581,10.2124,9.46903,0,0.318581,0.318581,0.0273673,0.319402,,0.469032,0.530968,0,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,1,1,0.249012,0.15,0.059178,0.472491,9.5783,9.15069,18.729,1.27101,9.5783,9.15069,0,1.27101,1.27101,0.733258,0.152735,0.15,0,0,0.836311,0.0363297,0.0526119,0.0312167,0.0279609,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,1,1,0.15,0.15,0,,9.55,9.25,18.8,1.2,9.55,9.25,0,1.2,1.2,0.703512,0.0898777,0.15,0,0,1,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,1,1,0.85,0.15,1,0.472491,9.27249,8.32751,17.6,2.4,9.27249,8.32751,0,2.4,2.4,1.20729,0.637305,,0,0,0,0,0,0.527509,0.472491,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,1,1,0.85,0.15,1,0,8.8,8.8,17.6,2.4,8.8,8.8,0,2.4,2.4,1.05012,0.32973,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,1,1,0.85,0.15,1,1,9.8,7.8,17.6,2.4,9.8,7.8,0,2.4,2.4,1.38275,0.980695,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,0.967367,0.0141812,0.55009,0.15,0.002952,0.830049,10.3791,9.02845,19.4075,0.592471,10.3791,9.02845,0,0.592471,0.592471,0.0059208,0.620921,0.15,0.0326328,0.953186,0.0055582,0.000533399,0.00446344,0.00050166,0.0024501,0
Only Eq,true,4,0,English,Liability,1,1,0.175,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175,1.776E-15,3,0.144845,0.093044,0.203122,0.15,0.003393,0.161463,9.9777,9.8755,19.8532,0.146806,9.9777,9.8755,0,0.146806,0.146806,0.124504,0,0.15,0.855155,0.0518012,0.0841157,0.00336206,0.00117774,0.00284556,0.0005479,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,0.60981,0.118212,0.305856,0.15,0.014132,0.525483,10.147,9.39926,19.5462,0.453772,10.147,9.39926,0,0.453772,0.453772,0.260895,0.402467,0.15,0.39019,0.491598,0.0839151,0.0085993,0.00788,0.00670603,0.0074263,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,0.557501,0,,,0,,10.223,9.4425,19.6655,0.334501,10.223,9.4425,0,0.334501,0.334501,0.219964,0.371765,,0.442499,0.557501,0,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,1,1,0.305856,0.15,0.119551,0.525483,9.57982,9.07672,18.6565,1.34346,9.57982,9.07672,0,1.34346,1.34346,0.56621,0.631486,0.15,0,0,0.709869,0.0727447,0.0666599,0.0567288,0.0628219,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,1,1,0.15,0.15,0,,9.55,9.25,18.8,1.2,9.55,9.25,0,1.2,1.2,0.429749,0.619152,0.15,0,0,1,0,0,0,0,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,1,1,0.762589,0.15,1,0.525483,9.32548,8.27452,17.6,2.4,9.32548,8.27452,0,2.4,2.4,1.21696,0.830491,,0,0,0,0,0,0.474517,0.525483,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,1,1,0.758802,0.15,1,0,8.8,8.8,17.6,2.4,8.8,8.8,0,2.4,2.4,0.735812,1.02121,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,1,1,0.766008,0.15,1,1,9.8,7.8,17.6,2.4,9.8,7.8,0,2.4,2.4,1.65144,0.658267,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,0.701526,0.10625,0.326662,0.15,0.014373,0.566853,10.1951,9.30302,19.4981,0.501914,10.1951,9.30302,0,0.501914,0.501914,0.0172791,0.804939,0.15,0.298474,0.595276,0.0716642,0.00794209,0.00858552,0.00622575,0.0081475,0
Only Eq,true,4,0,English,Liability,1,1,0.7,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.7,-3.553E-15,2,0.518095,0.130174,0.288874,0.15,0.013891,0.48268,10.0989,9.49549,19.5944,0.405631,10.0989,9.49549,0,0.405631,0.405631,0.504507,0,0.15,0.481905,0.387921,0.0961659,0.0092565,0.00717449,0.0071863,0.0067051,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,0.70094,0.0571447,0.288893,0.25,0.002799,1,10.2381,9.30369,19.5418,0.458209,10.2381,9.30369,0,0.458209,0.458209,0.23556,0.26705,0.25,0.29906,0.643795,0.0518035,0,0.0025427,0,0.0027985,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,0.682815,0,,,0,,10.2731,9.31719,19.5903,0.409689,10.2731,9.31719,0,0.409689,0.409689,0.210823,0.245853,,0.317185,0.682815,0,0,0,0,0,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,1,1,0.288893,0.25,0.048972,1,9.66026,9.08097,18.7412,1.25877,9.66026,9.08097,0,1.25877,1.25877,0.6437,0.616792,0.25,0,0,0.906532,0,0.0444958,0,0.0489724,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,1,1,0.25,0.25,0,,9.65,9.15,18.8,1.2,9.65,9.15,0,1.2,1.2,0.58591,0.61409,0.25,0,0,1,0,0,0,0,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,1,1,0.66494,0.25,1,1,9.17807,8.42193,17.6,2.4,9.17807,8.42193,0,2.4,2.4,1.205,1.195,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,1,1,0.66494,0.25,1,1,9.17807,8.42193,17.6,2.4,9.17807,8.42193,0,2.4,2.4,1.205,1.195,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,0.70094,0.0571447,0.288893,0.25,0.002799,1,10.2381,9.30369,19.5418,0.458209,10.2381,9.30369,0,0.458209,0.458209,0.23556,0.26705,0.25,0.29906,0.643795,0.0518035,0,0.0025427,0,0.0027985,0
Only Eq,true,4,0,English,Damages,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Damages Dispute,3.553E-15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,0.60074,0.11111,0.299138,0.15,0.012062,0.541265,10.1493,9.40909,19.5584,0.441585,10.1493,9.40909,0,0.441585,0.441585,0.165017,0.355245,0.15,0.39926,0.48963,0.0799635,0.00842348,0.00705088,0.00553349,0.006529,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,0.550833,0,,,0,,10.2203,9.44917,19.6695,0.3305,10.2203,9.44917,0,0.3305,0.3305,0.106182,0.342268,,0.449167,0.550833,0,0,0,0,0,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,1,1,0.299138,0.15,0.108563,0.541265,9.58128,9.08845,18.6697,1.33028,9.58128,9.08845,0,1.33028,1.33028,0.635697,0.459059,0.15,0,0,0.719675,0.0758117,0.0634583,0.0498016,0.0587614,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,1,1,0.15,0.15,0,,9.55,9.25,18.8,1.2,9.55,9.25,0,1.2,1.2,0.547986,0.390561,0.15,0,0,1,0,0,0,0,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,1,1,0.763818,0.15,1,0.541265,9.34127,8.25873,17.6,2.4,9.34127,8.25873,0,2.4,2.4,1.1997,0.827227,,0,0,0,0,0,0.458735,0.541265,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,1,1,0.759366,0.15,1,0,8.8,8.8,17.6,2.4,8.8,8.8,0,2.4,2.4,0.813387,0.850549,,0,0,0,0,0,1,0,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,1,1,0.767591,0.15,1,1,9.8,7.8,17.6,2.4,9.8,7.8,0,2.4,2.4,1.52712,0.807462,,0,0,0,0,0,0,1,0
Only Eq,true,4,0,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Risk Neutral Fee Rule Margin,8.882000000000001E-16,3,0.865815,0.0753098,0.386065,0.15,0.013065,0.672516,10.2895,9.13015,19.4196,0.580353,10.2895,9.13015,0,0.580353,0.580353,0.0180431,0.710503,0.15,0.134185,0.790505,0.0430775,0.00628956,0.00926704,0.00427871,0.0087867,0
